MATERIAL	DESC_MAT	QTDE	X	Y	Z	ENDERECO
159107	159107-PORCA DE TRAVAMENTO 0,38 - 16 NC GR8, TODO	100,00	D	P	1	DP1
242972	LUBE OIL FILTER - FLEETGUARD 3 - LF9070 - FILTRO O	5,00	D	P	1	DP1
35978	FILTRO DE RETORNO DO OLEO HLMBF-10-SG	1,00	D	P	1	DP1
35984	FILTRO DE AR E BOCAL DE ABASTECIMENTO FA7640L/2	2,00	D	P	1	DP1
H17563	ARRUELA TRAVA MED 0.38, REF. LORAM H17563, PARA US	5.900,00	D	P	2	DP2
H30119	PARAFUSO SEXTAVADO REF. H30119 PARAFUSO 3/8X16X1 R	6.100,00	D	P	2	DP2
H32196	H32196-ARRUELA LISA 0.50 0.53 ID X 1.060D X 0.14TH	100,00	D	P	2	DP2
H69806	ARRUELA LISA 0,250,28ID X 0,62 OD X 0,06 THK, REF.	100,00	D	P	2	DP2
H94905	ARRUELA LISA DUREZA M6, 6,4 ID X 12,5 OD X 1,6 THK	100,00	D	P	2	DP2
H94908	H94908-ARRUELA LISA DURA M12 13,0 DIAM. INT. X 24,	100,00	D	P	2	DP2
105274	PARAFUSO SEXTAVADO 0.50-13 NCX 2.00 GR8, REF. LORA	100,00	D	P	2	DP2
203724	PARAFUSO SEXTAVADO M12X1.75X35 GR 10.9, REF. LORAM	29,00	D	P	2	DP2
215319	FILTRO DE COMBUSTIVEL FILTRO ICMS PAGO ANTERIORMEN	2,00	D	P	2	DP2
215320	FILTRO SEPARADOR DE AGUA FILTRO ICMS PAGO ANTERIOR	1,00	D	P	2	DP2
229553	PARAFUSO SEXTAVADO 25-20NCX2.00 GR8, REF. LORAM 22	100,00	D	P	2	DP2
237462	PARAFUSO ALLEN DE CABECA ABAULADA M6X1.00X40 GR10.	100,00	D	P	2	DP2
252983	FILTRO DE OLEO FILTRO ICMS PAGO ANTERIORMENTE POR	2,00	D	P	2	DP2
59594	KIT COLETA DE OLEO LUBRIFICANTE KITCOLETA1AM ICMS	4,00	D	P	2	DP2
H69752	ARRUELA LISA SAE 1.38, REF. LORAM H69752, PARA USO	100,00	D	P	3	DP3
203724	PARAFUSO SEXTAVADO M12X1.75X35 GR 10.9, REF. LORAM	71,00	D	P	3	DP3
208971	PLC 1794 ANALOG I/O; VOLTAGE CURRENT 8IN MODULO DE	1,00	D	P	3	DP3
56214	CHAVE ALLEN CAB=T 5/32"X 177,5MM 42T532 GEDORE CHA	2,00	D	P	3	DP3
56220	CHAVE T ALLEN ACRV ESC FIXA 3/16"X 199,5MM 42T316	2,00	D	P	3	DP3
59602	KIT COLETA DE OLEO DIESEL KIT DIESEL COLETA ICMS P	1,00	D	P	3	DP3
A19596	FIO 16/4 TIPO SO66 (QUANTIDADE MIN. 100) RESPONSAV	6,00	0	0	0	000
A25001	CONECTOR AUTO TRAVANTE RESPONSAVEL PELA MONTAGEM D	2,00	0	0	0	000
A26924	PORCA AUTO TRAVANTE 0,75 RESPONSAVEL PELA MONTAGEM	2,00	0	0	0	000
A28287	PAINEL ELETRICO DE MONTAGEM RESPONSAVEL PELA LIGAC	4,00	0	0	0	000
A32942	BICO DE CONDUTA 0,50 POLEGADA; TIPO DESCARGA RESPO	10,00	0	0	0	000
A34495	ANEL DE TERMINAL LUG RESPONSAVEL PELA TERMINACAO D	4,00	0	0	0	000
A34557	ANEL DE TERMINAL LUG RESPONSAVEL PELA TERMINACAO D	4,00	0	0	0	000
A39397	ABRACADEIRA MULTI 10-4-3 RESPONSAVEL PELA CONEXAO	4,00	0	0	0	000
A64284	VALVULA ESFERA 0.50 NPT BRONZE, REF. LORAM A64284	2,00	0	0	0	000
A65339	TRAVA ROSCA; RESISTENCIA MEDIA SEM PRIMARIO PARA F	17,00	0	0	0	000
A84300	MANGUEIRA DE PROTECAO .75 ID LARANJA RESPONSAVEL P	16,00	0	0	0	000
A91637	A91637-FIO 6 GA PRETO, UTILIZADO PARA FAZER A LIGA	18,29	0	0	0	000
A91638	A91638-FIO NUMERO 4 GA MTW 600V PRETO RESPONSAVEL	225,00	0	0	0	000
D90671	D90671-SUPORTE DE REBOLO 10 POLEGADAS PARA USO NO	3,00	0	0	0	000
H100343	PORCA HEX M6 X 1,00 GR8,8; ZINCO PLTD RESPONSAVEL	4,00	0	0	0	000
H114585	ADAPTADOR COTOVELO 90 ADAPTADOR COTOVELO 90 24 MOR	2,00	0	0	0	000
H114587	ADPTADOR COTOVELO 90 GRAUS LG 8MOR/8 MORFS UTILIZA	1,00	0	0	0	000
H114620	ADAPTADOR RETO 08MORFS/08MORFS, REF. LORAM H114620	14,00	0	0	0	000
H114625	ADAPTADOR RETO 24MORFS/24MORFS RESPONSAVEL PELA MO	2,00	0	0	0	000
H114643	ADAPTADOR COTOVELO 90 24MORFS/24MORFS RESPONSAVEL	2,00	0	0	0	000
H114695	MANGUEIRA DE MONTAGEM CRIMPADA 6H/8 FORFS RESPONSA	106,00	0	0	0	000
H114743	PORCA TUBO 24FORFS RESPONSAVEL PELA MONTAGEM DE CO	4,00	0	0	0	000
H114746	MANGA TUBO 08ORFS UTILIZADO NA MONTAGEM DA TUBULAC	37,00	0	0	0	000
H17630	ABRACADEIRA DE MANGUEIRA .56/1.06 DIA; UNIDADE SEM	120,00	0	0	0	000
H22313	ADAPTADOR DE RUA COTOVELO 90 DEG; 24FNPT 24MNPT; 3	2,00	0	0	0	000
H23563	ABRACADEIRA PARA MANGUEIRA 0.69/1.25 DIA, REF. LOR	6,00	0	0	0	000
H26191	PARAFUSO CAP-SOQUETE HD; .38-16NCX1.50 GR8 PARAF A	50,00	0	0	0	000
H35407	TUBO TUBO 02MNPT CABECA DE SOQUETE; 3000#FS CSINK	240,00	0	0	0	000
H46527	ARRUELA LK COLAR ALTO .25 ARRUELA PRESSAO 1/4 POLI	100,00	0	0	0	000
H69808	ARRUELA LISA REF. H69808	48,00	0	0	0	000
H77980	PARAFUSO DE CABECA HEXUAL M8 X 1,25 X 40 GR8,8; ZI	6,00	0	0	0	000
H83181	PARAFUSO CAP-SOQUETE HD; .25-20NCX2.00 GR8 PARAF A	100,00	0	0	0	000
H94238	PARAFUSO SOQUETE - HD M16X2.00X60 GR12.9, REF. LOR	400,00	0	0	0	000
H94359	ADAPTADOR COTOVELO 45 24MNPT 24MORFS RESPONSAVEL P	2,00	0	0	0	000
101440	101440 - FONTE DE ENERGIA, UTILIZADA PARA TRANSFOR	1,00	0	0	0	000
106494	TERMINAL DIGITAL PARA CONTROLADOR LOGICO PROGRAMAV	1,00	0	0	0	000
107166	107166-FIO 12 AWG VERDE/AMERELO, UTILIZADO PARA FA	6,10	0	0	0	000
108547-6	HOSE HYDRAULIC -6 GH195 BLUE AQ AQP MATERIAL	71,37	0	0	0	000
108566	108566-FIO 16 GA VERMELHO, UTILIZADO PARA FAZER A	31,09	0	0	0	000
108567	108567-FIO 16 GA VERDE/AMARELO, UTILIZADO PARA FAZ	10,36	0	0	0	000
108568	FIO #16 AWG 600V AZUL PVC 90C RESPONSAVEL PELA LIG	77,00	0	0	0	000
114351	PLC MOD DIGITAL OUTPUT; 16 CONTACT OUTPUTS 2 AMPS	4,00	0	0	0	000
114476	PLC IFM 25P ANLG; ISO THRU	1,00	0	0	0	000
114502	PLC MOD SLOT BLANK; SPACE SLOT FILLER	1,00	0	0	0	000
115263-0015.50	CONJUNTO DE TUBO 1,50 X .12 SS ORFS; 2267 MOP RESP	2,00	0	0	0	000
115751	PLC MOD 36 PIN RTB; SCREW RTB W/STD HOUSING	1,00	0	0	0	000
117076	CONNECTOR BNC PLUG; CONTROLNET CABLE CONECTOR COAX	40,00	0	0	0	000
117077	TOOL KIT; FOR CONTROLNET REPAIR	1,00	0	0	0	000
117598-0011.00	CONJUNTO DE MANGUEIRA 06 06FORFS RETA 5300P; 06 FO	4,00	0	0	0	000
118857-0038.00	CONJUNTO DE MANGUEIRA 08 06FORFS RETA 4500P; 08FOR	1,00	0	0	0	000
118857-0048.00	CONJUNTO DE MANGUEIRA 08 06FORFS RETA 4500P; 08FOR	1,00	0	0	0	000
119058	RELAY 3-NO, 1-NC 24VDC; POSITIVE-GUIDED CONTACTS R	5,00	0	0	0	000
123408	PLC MOD ETHERNET; COMM INTERFACE	5,00	0	0	0	000
123662	CONT MS 09A 480V 3P; 24VDC COIL 1 NO AUX CONTATOR	1,00	0	0	0	000
123663	123663-CONTATOR ARRANQUE MOTOR 16A 480V 3 POLOS 24	1,00	0	0	0	000
123727	CB 0.63A 3P 480V; 0.43A-0.63A OVERLOAD	1,00	0	0	0	000
123728	CB 1.6A 3P 480V; 1.0A-1.6A OVERLOAD	1,00	0	0	0	000
123730	CB 4.0A 3P 480V; 2.5A-4.0A OVERLOAD	1,00	0	0	0	000
123731	CB 10A 3P 480V; 6.3A-10.0A OVERLOAD CB 10A 3P 480V	4,00	0	0	0	000
123732	CB 16A 3P 480V; 10.0A-16.0A OVERLOAD	1,00	0	0	0	000
126450	CONT MS 480V 4NO AUX; FRONT MOUNT BLOCO CONTATO AU	1,00	0	0	0	000
127233	CABO RTD MONTADO 10 PES UTILIZADO PARA A LIGACAO D	3,00	0	0	0	000
128270	PLC 1794 DIGITAL INPUT; 16 24VDC INPUTS MODULO DE	1,00	0	0	0	000
137578	ADAPTADOR RETO 08FORFS 08MPNT; GIRATORIO RESPONSAV	2,00	0	0	0	000
139275	REDUCAO DE BUCHA DE CONDUTA; RIGIDO; 2,00 POLEGADA	2,00	0	0	0	000
148061	PLC CABLE DIGITAL 39 IN; PLC MOD TO IFM	1,00	0	0	0	000
153613	PARAFUSO DE CABECA HEXUAL M14 X 2,00 X 70 GR10,9;	240,00	0	0	0	000
157627	PARAFUSO SEXTAVADO M20X2.5X140 GR 10.9, REF. LORAM	24,00	0	0	0	000
158151	SUPORTE DO BRACO DE ALAVANCA; BLOQUEIO DE BUGGY, R	26,00	0	0	0	000
158915	PARAFUSO CORREIA TRANSPORTADORA 4,00 MAO ESQUERDA	2,00	0	0	0	000
159247	159247-CONJUNTO DA BARRA DE REBOQUE EM FERRO E COM	2,00	0	0	0	000
159655	CONJUNTO DE TUBO DOBRADO .50 X .065 SS ORFS; FUNDO	6,00	0	0	0	000
160021	PARAFUSO SEXTAVADO M24X3.00X150 GR 10.9, REF. LORA	7,00	0	0	0	000
160296	CONECTOR PLUGUE 2P+G, DIN 43650, REF. LORAM 145280	4,00	0	0	0	000
160404	PLC MOD DIGITAL INPUT; 32 INPUTS 24VDC MODULO DE 3	6,00	0	0	0	000
160408	SUPORTE DO MOTOR; CONJUNTO DE TRANSPORTADOR DE PO	4,00	0	0	0	000
160410	PLC MOD CONTROL NET RED; 100 CONNS	1,00	0	0	0	000
161075	CONJUNTO DE SUPORTE DE EIXO (USE 161075-SP PARA PE	2,00	0	0	0	000
164322	164322-INTERRUPTOR DE LIMITE, UTILIZADO PARA SERVI	14,00	0	0	0	000
166289	SUPORTE PARA MONTAGEM DE ABRACADEIRA; RESPONSAVEL	2,00	0	0	0	000
179369	REDUCAO DE BUCHA DE CONDUTA; RIGIDO DE 2,5 POLEGAD	2,00	0	0	0	000
181121	72" ENVIRO SHIELD CATCH PAN - BANDEJA DE CONTENCAO	4,00	0	0	0	000
201939	MANCAL DE ACO DURO; 1.75IDX2.252ODX2.016LG, REF. L	380,00	0	0	0	000
209579	PARAFUSO SEXTAVADO M24X3.00X200 GR 10.9, REF. LORA	5,00	0	0	0	000
233900	CONECTOR DE CONDUITE POLI 0,75 POLEGADAS; 90 RESPO	1,00	0	0	0	000
233908	JUNTA DE CONDUITE DE POLI 0,75 POLEGADAS RESPONSAV	1,00	0	0	0	000
234044	CONECTOR DE CONDUITE POLI 0,75 POLEGADAS; 90 RESPO	3,00	0	0	0	000
239438	CONECTOR DE CONDUITE POLI 1,00 POLEGADAS; DIRETO R	4,00	0	0	0	000
239447	CONDUITE POLI 1,00 POLEGADAS RESPONSAVEL PELA PASS	4,00	0	0	0	000
254363	254363-ESTRUTURA SOLDADA TIPO A RESPONSAVEL PELA S	4,00	0	0	0	000
26301	SANDUICHEIRA GRILL BRITANIA SANDUICHEIRA E GRILL B	1,00	0	0	0	000
A34785	CONTATOR, 1200 AMP. REF. LORAM A34785, PARA USO EM	1,00	A	011	4	A0114
B86483	ELEMENTO FILTRANTE K25, REF. LORAM B86483, PARA US	10,00	A	026	4	A0264
23639	KIT DE ANEL O RING GR069 MILIMETRO JG DE ANEIS DE	2,00	A	026	4	A0264
A24828	A24828-DISJUNTOR CB 20A 1P 120/240VAC, PARA USO EM	4,00	A	027	2	A0272
A26562	A26562-SUPORTE OLHO GIRATORIO, PARA USO EM VEICULO	1,00	A	027	2	A0272
A63423	DISJUNTOR CB 15A 2P 120/240VAC, REF. LORAM A63423,	2,00	A	027	2	A0272
A84466	A84466-RELE TEMPORIZADOR 120VAC PARA MAQUINA FERRO	1,00	A	027	2	A0272
A85126	DISJUNTOR CB 10A 1P 120/240 VAC, REF. LORAM A85126	4,00	A	027	2	A0272
B87360	B87360-BOBINA DA VALVULA 24VDC PARA VALVULA SOLENO	1,00	A	027	2	A0272
H18529	ANEL EM "O" 0.734ID X 0.139CS AS568-210 90DURO BUN	20,00	A	027	2	A0272
H20939	ANEL EM "O" 0.468ID X 0.078CS AS568-906 90DURO BUN	20,00	A	027	2	A0272
H20942	ANEL EM "O" 0.924ID X 0.116CS AS568-912 90DURO BUN	20,00	A	027	2	A0272
H22084	H22084-ANEL "O" 0,364 ID X 0,070 CS, PARA USO EM V	20,00	A	027	2	A0272
H22150	ANEL EM "O" 4.609ID X 0.139CS AS568-247 70DURO BUN	20,00	A	027	2	A0272
H34832	H34832-ARRUELA PLANA DURA 0,75, 0,81 ID X 1,47 OD	30,00	A	027	2	A0272
H65180	ANEL EM "O" 3.987ID X 0.103CS AS568-155 70DURO BUN	20,00	A	027	2	A0272
H76372	ANEL EM "O" 3.239ID X 0.070CS AS568-042 70DURO BUN	20,00	A	027	2	A0272
H85772	ANEL EM "O" 3.739ID X .070CS AS568-044 70DURO BUNA	20,00	A	027	2	A0272
Y5110-B	PLACA DE COMUNICACAO P/ CANHAO MONSOON CIRCUITO DE	1,00	A	027	2	A0272
100542	DISJUNTOR CB 4A 1P 480V, REF. LORAM 100542, PARA U	2,00	A	027	2	A0272
100563	CARTAO DRIVER DE VALVULA, PLC LOCKER ASSY LH RH, P	2,00	A	027	2	A0272
101472	DISJUNTOR 32A 1 P 480 V, REF. LORAM 101472 DISJUNT	2,00	A	027	2	A0272
101473	DISJUNTOR CB 10A 1P 480V, REF. LORAM 101473, PARA	2,00	A	027	2	A0272
